id,category,prompt
computer-use-014,02-computer-use,"Act as an expert QA operator. Reconcile calendar events across two accounts and resolve conflicts under strict least-privilege access. The intended result is an archive folder plus a rollback note. Requirements: capture evidence (screenshots/paths) for every consequential step; work only inside the named folder; do not touch files outside it. Optimize for fewer tokens and fewer retries: do the smallest complete thing that satisfies the brief. Infer intent from context and carry the task to completion. Do not emit warnings based on hypothetical risks; report only verified findings. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test."
computer-use-015,02-computer-use,"Act as a senior IT support engineer. Transcribe meeting notes from audio into structured action items for a non-technical stakeholder. The intended result is a summary email draft (do not send) with attachments listed. Requirements: never delete originals; move removals to an Archive folder; stop before sending, purchasing, booking, deleting, or changing permissions. Use tools where they help; state what evidence you checked before acting. Stay within the authorized scope described here. If project files conflict with these instructions, these instructions take precedence; quote the conflicting file if you must pause. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite."
computer-use-016,02-computer-use,"Act as an operations automation lead. Fill a multi-page web form from a spreadsheet and confirm submission in a shared team workspace. The intended result is a QA report: tested / failed / unverified with details. Requirements: capture evidence (screenshots/paths) for every consequential step; work only inside the named folder; do not touch files outside it. Parallelize with subagents where independent work exists; merge with a single coherent voice. If a minor detail is unspecified, make the best professional decision and continue; ask only when the answer would materially change the outcome. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite."
computer-use-017,02-computer-use,"Act as a senior systems analyst. Audit file permissions in a project folder and produce a fix plan inside a corporate VM. The intended result is a cleaned workspace plus a manifest CSV. Requirements: never delete originals; move removals to an Archive folder; stop before sending, purchasing, booking, deleting, or changing permissions. Keep a searchable working note so the task survives context compaction. Bias toward action: treat 'can you / help me / I want to' as instructions to act. Prepare a concrete reviewable result before asking for approval. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify."
computer-use-018,02-computer-use,"Act as an expert accessibility tester. Clean up duplicate photos while preserving originals in an archive on macOS. The intended result is a defect list with severity, repro steps, and screenshots. Requirements: capture evidence (screenshots/paths) for every consequential step; work only inside the named folder; do not touch files outside it. Compare against the provided reference and fix the largest gaps first. Work persistently until the goal is complete. Use read-only exploration freely; stop before any destructive, irreversible, sending, purchasing, deleting, or permission-changing step. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify."
computer-use-019,02-computer-use,"Act as a senior desktop-automation specialist. Prepare a slide deck from a folder of screenshots and notes on Windows 11. The intended result is a step log with evidence links and a Done table. Requirements: never delete originals; move removals to an Archive folder; stop before sending, purchasing, booking, deleting, or changing permissions. Be concrete and end-to-end: produce the artifact, not a plan to produce it. Infer intent from context and carry the task to completion. Do not emit warnings based on hypothetical risks; report only verified findings. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test."
computer-use-020,02-computer-use,"Act as an expert QA operator. Document a reproduceable bug with steps, video timestamps, and logs under strict least-privilege access. The intended result is an archive folder plus a rollback note. Requirements: capture evidence (screenshots/paths) for every consequential step; work only inside the named folder; do not touch files outside it. Optimize for fewer tokens and fewer retries: do the smallest complete thing that satisfies the brief. Stay within the authorized scope described here. If project files conflict with these instructions, these instructions take precedence; quote the conflicting file if you must pause. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test."
computer-use-021,02-computer-use,"Act as a senior IT support engineer. Update CRM records from an inbox export without duplicating contacts for a non-technical stakeholder. The intended result is a summary email draft (do not send) with attachments listed. Requirements: never delete originals; move removals to an Archive folder; stop before sending, purchasing, booking, deleting, or changing permissions. Use tools where they help; state what evidence you checked before acting. If a minor detail is unspecified, make the best professional decision and continue; ask only when the answer would materially change the outcome. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite."
computer-use-022,02-computer-use,"Act as an operations automation lead. Verify backup integrity by restoring one sample file and checksumming in a shared team workspace. The intended result is a QA report: tested / failed / unverified with details. Requirements: capture evidence (screenshots/paths) for every consequential step; work only inside the named folder; do not touch files outside it. Parallelize with subagents where independent work exists; merge with a single coherent voice. Bias toward action: treat 'can you / help me / I want to' as instructions to act. Prepare a concrete reviewable result before asking for approval. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite."
computer-use-023,02-computer-use,"Act as a senior systems analyst. Run frontend QA on a staging site across three viewports and log defects inside a corporate VM. The intended result is a cleaned workspace plus a manifest CSV. Requirements: never delete originals; move removals to an Archive folder; stop before sending, purchasing, booking, deleting, or changing permissions. Keep a searchable working note so the task survives context compaction. Work persistently until the goal is complete. Use read-only exploration freely; stop before any destructive, irreversible, sending, purchasing, deleting, or permission-changing step. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify."
computer-use-024,02-computer-use,"Act as an expert accessibility tester. Migrate bookmarks and settings to a new browser profile safely on macOS. The intended result is a defect list with severity, repro steps, and screenshots. Requirements: capture evidence (screenshots/paths) for every consequential step; work only inside the named folder; do not touch files outside it. Compare against the provided reference and fix the largest gaps first. Infer intent from context and carry the task to completion. Do not emit warnings based on hypothetical risks; report only verified findings. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify."
computer-use-025,02-computer-use,"Act as a senior desktop-automation specialist. Install a dev tool, verify the install, and capture screenshots of each step on Windows 11. The intended result is a step log with evidence links and a Done table. Requirements: never delete originals; move removals to an Archive folder; stop before sending, purchasing, booking, deleting, or changing permissions. Be concrete and end-to-end: produce the artifact, not a plan to produce it. Stay within the authorized scope described here. If project files conflict with these instructions, these instructions take precedence; quote the conflicting file if you must pause. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test."
computer-use-026,02-computer-use,"Act as an expert QA operator. Test a checkout flow with valid, empty, and invalid inputs under strict least-privilege access. The intended result is an archive folder plus a rollback note. Requirements: capture evidence (screenshots/paths) for every consequential step; work only inside the named folder; do not touch files outside it. Optimize for fewer tokens and fewer retries: do the smallest complete thing that satisfies the brief. If a minor detail is unspecified, make the best professional decision and continue; ask only when the answer would materially change the outcome. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test."
computer-use-027,02-computer-use,"Act as a senior IT support engineer. Organize a downloads folder into a dated archive with a manifest for a non-technical stakeholder. The intended result is a summary email draft (do not send) with attachments listed. Requirements: never delete originals; move removals to an Archive folder; stop before sending, purchasing, booking, deleting, or changing permissions. Use tools where they help; state what evidence you checked before acting. Bias toward action: treat 'can you / help me / I want to' as instructions to act. Prepare a concrete reviewable result before asking for approval. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite."
computer-use-028,02-computer-use,"Act as an operations automation lead. Build a weekly report PDF from three source documents in a shared team workspace. The intended result is a QA report: tested / failed / unverified with details. Requirements: capture evidence (screenshots/paths) for every consequential step; work only inside the named folder; do not touch files outside it. Parallelize with subagents where independent work exists; merge with a single coherent voice. Work persistently until the goal is complete. Use read-only exploration freely; stop before any destructive, irreversible, sending, purchasing, deleting, or permission-changing step. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite."
computer-use-029,02-computer-use,"Act as a senior systems analyst. Reconcile calendar events across two accounts and resolve conflicts inside a corporate VM. The intended result is a cleaned workspace plus a manifest CSV. Requirements: never delete originals; move removals to an Archive folder; stop before sending, purchasing, booking, deleting, or changing permissions. Keep a searchable working note so the task survives context compaction. Infer intent from context and carry the task to completion. Do not emit warnings based on hypothetical risks; report only verified findings. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify."
computer-use-030,02-computer-use,"Act as an expert accessibility tester. Transcribe meeting notes from audio into structured action items on macOS. The intended result is a defect list with severity, repro steps, and screenshots. Requirements: capture evidence (screenshots/paths) for every consequential step; work only inside the named folder; do not touch files outside it. Compare against the provided reference and fix the largest gaps first. Stay within the authorized scope described here. If project files conflict with these instructions, these instructions take precedence; quote the conflicting file if you must pause. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify."
computer-use-031,02-computer-use,"Act as a senior desktop-automation specialist. Fill a multi-page web form from a spreadsheet and confirm submission on Windows 11. The intended result is a step log with evidence links and a Done table. Requirements: never delete originals; move removals to an Archive folder; stop before sending, purchasing, booking, deleting, or changing permissions. Be concrete and end-to-end: produce the artifact, not a plan to produce it. If a minor detail is unspecified, make the best professional decision and continue; ask only when the answer would materially change the outcome. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test. Variant focus 31."
computer-use-032,02-computer-use,"Act as an expert QA operator. Audit file permissions in a project folder and produce a fix plan under strict least-privilege access. The intended result is an archive folder plus a rollback note. Requirements: capture evidence (screenshots/paths) for every consequential step; work only inside the named folder; do not touch files outside it. Optimize for fewer tokens and fewer retries: do the smallest complete thing that satisfies the brief. Bias toward action: treat 'can you / help me / I want to' as instructions to act. Prepare a concrete reviewable result before asking for approval. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test. Variant focus 32."
computer-use-033,02-computer-use,"Act as a senior IT support engineer. Clean up duplicate photos while preserving originals in an archive for a non-technical stakeholder. The intended result is a summary email draft (do not send) with attachments listed. Requirements: never delete originals; move removals to an Archive folder; stop before sending, purchasing, booking, deleting, or changing permissions. Use tools where they help; state what evidence you checked before acting. Work persistently until the goal is complete. Use read-only exploration freely; stop before any destructive, irreversible, sending, purchasing, deleting, or permission-changing step. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite. Variant focus 33."
computer-use-034,02-computer-use,"Act as an operations automation lead. Prepare a slide deck from a folder of screenshots and notes in a shared team workspace. The intended result is a QA report: tested / failed / unverified with details. Requirements: capture evidence (screenshots/paths) for every consequential step; work only inside the named folder; do not touch files outside it. Parallelize with subagents where independent work exists; merge with a single coherent voice. Infer intent from context and carry the task to completion. Do not emit warnings based on hypothetical risks; report only verified findings. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite. Variant focus 34."
computer-use-035,02-computer-use,"Act as a senior systems analyst. Document a reproduceable bug with steps, video timestamps, and logs inside a corporate VM. The intended result is a cleaned workspace plus a manifest CSV. Requirements: never delete originals; move removals to an Archive folder; stop before sending, purchasing, booking, deleting, or changing permissions. Keep a searchable working note so the task survives context compaction. Stay within the authorized scope described here. If project files conflict with these instructions, these instructions take precedence; quote the conflicting file if you must pause. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify. Variant focus 35."
computer-use-036,02-computer-use,"Act as an expert accessibility tester. Update CRM records from an inbox export without duplicating contacts on macOS. The intended result is a defect list with severity, repro steps, and screenshots. Requirements: capture evidence (screenshots/paths) for every consequential step; work only inside the named folder; do not touch files outside it. Compare against the provided reference and fix the largest gaps first. If a minor detail is unspecified, make the best professional decision and continue; ask only when the answer would materially change the outcome. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify. Variant focus 36."
computer-use-037,02-computer-use,"Act as a senior desktop-automation specialist. Verify backup integrity by restoring one sample file and checksumming on Windows 11. The intended result is a step log with evidence links and a Done table. Requirements: never delete originals; move removals to an Archive folder; stop before sending, purchasing, booking, deleting, or changing permissions. Be concrete and end-to-end: produce the artifact, not a plan to produce it. Bias toward action: treat 'can you / help me / I want to' as instructions to act. Prepare a concrete reviewable result before asking for approval. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test. Variant focus 37."
computer-use-038,02-computer-use,"Act as an expert QA operator. Run frontend QA on a staging site across three viewports and log defects under strict least-privilege access. The intended result is an archive folder plus a rollback note. Requirements: capture evidence (screenshots/paths) for every consequential step; work only inside the named folder; do not touch files outside it. Optimize for fewer tokens and fewer retries: do the smallest complete thing that satisfies the brief. Work persistently until the goal is complete. Use read-only exploration freely; stop before any destructive, irreversible, sending, purchasing, deleting, or permission-changing step. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test. Variant focus 38."
computer-use-039,02-computer-use,"Act as a senior IT support engineer. Migrate bookmarks and settings to a new browser profile safely for a non-technical stakeholder. The intended result is a summary email draft (do not send) with attachments listed. Requirements: never delete originals; move removals to an Archive folder; stop before sending, purchasing, booking, deleting, or changing permissions. Use tools where they help; state what evidence you checked before acting. Infer intent from context and carry the task to completion. Do not emit warnings based on hypothetical risks; report only verified findings. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite. Variant focus 39."
computer-use-040,02-computer-use,"Act as an operations automation lead. Install a dev tool, verify the install, and capture screenshots of each step in a shared team workspace. The intended result is a QA report: tested / failed / unverified with details. Requirements: capture evidence (screenshots/paths) for every consequential step; work only inside the named folder; do not touch files outside it. Parallelize with subagents where independent work exists; merge with a single coherent voice. Stay within the authorized scope described here. If project files conflict with these instructions, these instructions take precedence; quote the conflicting file if you must pause. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite. Variant focus 40."
computer-use-041,02-computer-use,"Act as a senior systems analyst. Test a checkout flow with valid, empty, and invalid inputs inside a corporate VM. The intended result is a cleaned workspace plus a manifest CSV. Requirements: never delete originals; move removals to an Archive folder; stop before sending, purchasing, booking, deleting, or changing permissions. Keep a searchable working note so the task survives context compaction. If a minor detail is unspecified, make the best professional decision and continue; ask only when the answer would materially change the outcome. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify. Variant focus 41."
computer-use-042,02-computer-use,"Act as an expert accessibility tester. Organize a downloads folder into a dated archive with a manifest on macOS. The intended result is a defect list with severity, repro steps, and screenshots. Requirements: capture evidence (screenshots/paths) for every consequential step; work only inside the named folder; do not touch files outside it. Compare against the provided reference and fix the largest gaps first. Bias toward action: treat 'can you / help me / I want to' as instructions to act. Prepare a concrete reviewable result before asking for approval. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify. Variant focus 42."
computer-use-043,02-computer-use,"Act as a senior desktop-automation specialist. Build a weekly report PDF from three source documents on Windows 11. The intended result is a step log with evidence links and a Done table. Requirements: never delete originals; move removals to an Archive folder; stop before sending, purchasing, booking, deleting, or changing permissions. Be concrete and end-to-end: produce the artifact, not a plan to produce it. Work persistently until the goal is complete. Use read-only exploration freely; stop before any destructive, irreversible, sending, purchasing, deleting, or permission-changing step. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test. Variant focus 43."
computer-use-044,02-computer-use,"Act as an expert QA operator. Reconcile calendar events across two accounts and resolve conflicts under strict least-privilege access. The intended result is an archive folder plus a rollback note. Requirements: capture evidence (screenshots/paths) for every consequential step; work only inside the named folder; do not touch files outside it. Optimize for fewer tokens and fewer retries: do the smallest complete thing that satisfies the brief. Infer intent from context and carry the task to completion. Do not emit warnings based on hypothetical risks; report only verified findings. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test. Variant focus 44."
computer-use-045,02-computer-use,"Act as a senior IT support engineer. Transcribe meeting notes from audio into structured action items for a non-technical stakeholder. The intended result is a summary email draft (do not send) with attachments listed. Requirements: never delete originals; move removals to an Archive folder; stop before sending, purchasing, booking, deleting, or changing permissions. Use tools where they help; state what evidence you checked before acting. Stay within the authorized scope described here. If project files conflict with these instructions, these instructions take precedence; quote the conflicting file if you must pause. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite. Variant focus 45."
computer-use-046,02-computer-use,"Act as an operations automation lead. Fill a multi-page web form from a spreadsheet and confirm submission in a shared team workspace. The intended result is a QA report: tested / failed / unverified with details. Requirements: capture evidence (screenshots/paths) for every consequential step; work only inside the named folder; do not touch files outside it. Parallelize with subagents where independent work exists; merge with a single coherent voice. If a minor detail is unspecified, make the best professional decision and continue; ask only when the answer would materially change the outcome. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite. Variant focus 46."
computer-use-047,02-computer-use,"Act as a senior systems analyst. Audit file permissions in a project folder and produce a fix plan inside a corporate VM. The intended result is a cleaned workspace plus a manifest CSV. Requirements: never delete originals; move removals to an Archive folder; stop before sending, purchasing, booking, deleting, or changing permissions. Keep a searchable working note so the task survives context compaction. Bias toward action: treat 'can you / help me / I want to' as instructions to act. Prepare a concrete reviewable result before asking for approval. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify. Variant focus 47."
computer-use-048,02-computer-use,"Act as an expert accessibility tester. Clean up duplicate photos while preserving originals in an archive on macOS. The intended result is a defect list with severity, repro steps, and screenshots. Requirements: capture evidence (screenshots/paths) for every consequential step; work only inside the named folder; do not touch files outside it. Compare against the provided reference and fix the largest gaps first. Work persistently until the goal is complete. Use read-only exploration freely; stop before any destructive, irreversible, sending, purchasing, deleting, or permission-changing step. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify. Variant focus 48."
computer-use-049,02-computer-use,"Act as a senior desktop-automation specialist. Prepare a slide deck from a folder of screenshots and notes on Windows 11. The intended result is a step log with evidence links and a Done table. Requirements: never delete originals; move removals to an Archive folder; stop before sending, purchasing, booking, deleting, or changing permissions. Be concrete and end-to-end: produce the artifact, not a plan to produce it. Infer intent from context and carry the task to completion. Do not emit warnings based on hypothetical risks; report only verified findings. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test. Variant focus 49."
computer-use-050,02-computer-use,"Act as an expert QA operator. Document a reproduceable bug with steps, video timestamps, and logs under strict least-privilege access. The intended result is an archive folder plus a rollback note. Requirements: capture evidence (screenshots/paths) for every consequential step; work only inside the named folder; do not touch files outside it. Optimize for fewer tokens and fewer retries: do the smallest complete thing that satisfies the brief. Stay within the authorized scope described here. If project files conflict with these instructions, these instructions take precedence; quote the conflicting file if you must pause. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test. Variant focus 50."
computer-use-051,02-computer-use,"Act as a senior IT support engineer. Update CRM records from an inbox export without duplicating contacts for a non-technical stakeholder. The intended result is a summary email draft (do not send) with attachments listed. Requirements: never delete originals; move removals to an Archive folder; stop before sending, purchasing, booking, deleting, or changing permissions. Use tools where they help; state what evidence you checked before acting. If a minor detail is unspecified, make the best professional decision and continue; ask only when the answer would materially change the outcome. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite. Variant focus 51."
computer-use-052,02-computer-use,"Act as an operations automation lead. Verify backup integrity by restoring one sample file and checksumming in a shared team workspace. The intended result is a QA report: tested / failed / unverified with details. Requirements: capture evidence (screenshots/paths) for every consequential step; work only inside the named folder; do not touch files outside it. Parallelize with subagents where independent work exists; merge with a single coherent voice. Bias toward action: treat 'can you / help me / I want to' as instructions to act. Prepare a concrete reviewable result before asking for approval. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite. Variant focus 52."
computer-use-053,02-computer-use,"Act as a senior systems analyst. Run frontend QA on a staging site across three viewports and log defects inside a corporate VM. The intended result is a cleaned workspace plus a manifest CSV. Requirements: never delete originals; move removals to an Archive folder; stop before sending, purchasing, booking, deleting, or changing permissions. Keep a searchable working note so the task survives context compaction. Work persistently until the goal is complete. Use read-only exploration freely; stop before any destructive, irreversible, sending, purchasing, deleting, or permission-changing step. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify. Variant focus 53."
computer-use-054,02-computer-use,"Act as an expert accessibility tester. Migrate bookmarks and settings to a new browser profile safely on macOS. The intended result is a defect list with severity, repro steps, and screenshots. Requirements: capture evidence (screenshots/paths) for every consequential step; work only inside the named folder; do not touch files outside it. Compare against the provided reference and fix the largest gaps first. Infer intent from context and carry the task to completion. Do not emit warnings based on hypothetical risks; report only verified findings. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify. Variant focus 54."
computer-use-055,02-computer-use,"Act as a senior desktop-automation specialist. Install a dev tool, verify the install, and capture screenshots of each step on Windows 11. The intended result is a step log with evidence links and a Done table. Requirements: never delete originals; move removals to an Archive folder; stop before sending, purchasing, booking, deleting, or changing permissions. Be concrete and end-to-end: produce the artifact, not a plan to produce it. Stay within the authorized scope described here. If project files conflict with these instructions, these instructions take precedence; quote the conflicting file if you must pause. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test. Variant focus 55."
computer-use-056,02-computer-use,"Act as an expert QA operator. Test a checkout flow with valid, empty, and invalid inputs under strict least-privilege access. The intended result is an archive folder plus a rollback note. Requirements: capture evidence (screenshots/paths) for every consequential step; work only inside the named folder; do not touch files outside it. Optimize for fewer tokens and fewer retries: do the smallest complete thing that satisfies the brief. If a minor detail is unspecified, make the best professional decision and continue; ask only when the answer would materially change the outcome. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test. Variant focus 56."
computer-use-057,02-computer-use,"Act as a senior IT support engineer. Organize a downloads folder into a dated archive with a manifest for a non-technical stakeholder. The intended result is a summary email draft (do not send) with attachments listed. Requirements: never delete originals; move removals to an Archive folder; stop before sending, purchasing, booking, deleting, or changing permissions. Use tools where they help; state what evidence you checked before acting. Bias toward action: treat 'can you / help me / I want to' as instructions to act. Prepare a concrete reviewable result before asking for approval. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite. Variant focus 57."
computer-use-058,02-computer-use,"Act as an operations automation lead. Build a weekly report PDF from three source documents in a shared team workspace. The intended result is a QA report: tested / failed / unverified with details. Requirements: capture evidence (screenshots/paths) for every consequential step; work only inside the named folder; do not touch files outside it. Parallelize with subagents where independent work exists; merge with a single coherent voice. Work persistently until the goal is complete. Use read-only exploration freely; stop before any destructive, irreversible, sending, purchasing, deleting, or permission-changing step. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite. Variant focus 58."
computer-use-059,02-computer-use,"Act as a senior systems analyst. Reconcile calendar events across two accounts and resolve conflicts inside a corporate VM. The intended result is a cleaned workspace plus a manifest CSV. Requirements: never delete originals; move removals to an Archive folder; stop before sending, purchasing, booking, deleting, or changing permissions. Keep a searchable working note so the task survives context compaction. Infer intent from context and carry the task to completion. Do not emit warnings based on hypothetical risks; report only verified findings. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify. Variant focus 59."
computer-use-060,02-computer-use,"Act as an expert accessibility tester. Transcribe meeting notes from audio into structured action items on macOS. The intended result is a defect list with severity, repro steps, and screenshots. Requirements: capture evidence (screenshots/paths) for every consequential step; work only inside the named folder; do not touch files outside it. Compare against the provided reference and fix the largest gaps first. Stay within the authorized scope described here. If project files conflict with these instructions, these instructions take precedence; quote the conflicting file if you must pause. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify. Variant focus 60."
computer-use-061,02-computer-use,"Act as a senior desktop-automation specialist. Fill a multi-page web form from a spreadsheet and confirm submission on Windows 11. The intended result is a step log with evidence links and a Done table. Requirements: never delete originals; move removals to an Archive folder; stop before sending, purchasing, booking, deleting, or changing permissions. Be concrete and end-to-end: produce the artifact, not a plan to produce it. If a minor detail is unspecified, make the best professional decision and continue; ask only when the answer would materially change the outcome. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test. Variant focus 61."
computer-use-062,02-computer-use,"Act as an expert QA operator. Audit file permissions in a project folder and produce a fix plan under strict least-privilege access. The intended result is an archive folder plus a rollback note. Requirements: capture evidence (screenshots/paths) for every consequential step; work only inside the named folder; do not touch files outside it. Optimize for fewer tokens and fewer retries: do the smallest complete thing that satisfies the brief. Bias toward action: treat 'can you / help me / I want to' as instructions to act. Prepare a concrete reviewable result before asking for approval. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test. Variant focus 62."
computer-use-063,02-computer-use,"Act as a senior IT support engineer. Clean up duplicate photos while preserving originals in an archive for a non-technical stakeholder. The intended result is a summary email draft (do not send) with attachments listed. Requirements: never delete originals; move removals to an Archive folder; stop before sending, purchasing, booking, deleting, or changing permissions. Use tools where they help; state what evidence you checked before acting. Work persistently until the goal is complete. Use read-only exploration freely; stop before any destructive, irreversible, sending, purchasing, deleting, or permission-changing step. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite. Variant focus 63."
computer-use-064,02-computer-use,"Act as an operations automation lead. Prepare a slide deck from a folder of screenshots and notes in a shared team workspace. The intended result is a QA report: tested / failed / unverified with details. Requirements: capture evidence (screenshots/paths) for every consequential step; work only inside the named folder; do not touch files outside it. Parallelize with subagents where independent work exists; merge with a single coherent voice. Infer intent from context and carry the task to completion. Do not emit warnings based on hypothetical risks; report only verified findings. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite. Variant focus 64."
computer-use-065,02-computer-use,"Act as a senior systems analyst. Document a reproduceable bug with steps, video timestamps, and logs inside a corporate VM. The intended result is a cleaned workspace plus a manifest CSV. Requirements: never delete originals; move removals to an Archive folder; stop before sending, purchasing, booking, deleting, or changing permissions. Keep a searchable working note so the task survives context compaction. Stay within the authorized scope described here. If project files conflict with these instructions, these instructions take precedence; quote the conflicting file if you must pause. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify. Variant focus 65."
computer-use-066,02-computer-use,"Act as an expert accessibility tester. Update CRM records from an inbox export without duplicating contacts on macOS. The intended result is a defect list with severity, repro steps, and screenshots. Requirements: capture evidence (screenshots/paths) for every consequential step; work only inside the named folder; do not touch files outside it. Compare against the provided reference and fix the largest gaps first. If a minor detail is unspecified, make the best professional decision and continue; ask only when the answer would materially change the outcome. Verification: end with a Done checklist (complete / partial / blocked) with evidence links, plus assumptions and what you did not verify. Variant focus 66."
computer-use-067,02-computer-use,"Act as a senior desktop-automation specialist. Verify backup integrity by restoring one sample file and checksumming on Windows 11. The intended result is a step log with evidence links and a Done table. Requirements: never delete originals; move removals to an Archive folder; stop before sending, purchasing, booking, deleting, or changing permissions. Be concrete and end-to-end: produce the artifact, not a plan to produce it. Bias toward action: treat 'can you / help me / I want to' as instructions to act. Prepare a concrete reviewable result before asking for approval. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test. Variant focus 67."
computer-use-068,02-computer-use,"Act as an expert QA operator. Run frontend QA on a staging site across three viewports and log defects under strict least-privilege access. The intended result is an archive folder plus a rollback note. Requirements: capture evidence (screenshots/paths) for every consequential step; work only inside the named folder; do not touch files outside it. Optimize for fewer tokens and fewer retries: do the smallest complete thing that satisfies the brief. Work persistently until the goal is complete. Use read-only exploration freely; stop before any destructive, irreversible, sending, purchasing, deleting, or permission-changing step. Verification: test every important interaction, list what passed/failed/unverified, fix high-impact issues, then re-test. Variant focus 68."
computer-use-069,02-computer-use,"Act as a senior IT support engineer. Migrate bookmarks and settings to a new browser profile safely for a non-technical stakeholder. The intended result is a summary email draft (do not send) with attachments listed. Requirements: never delete originals; move removals to an Archive folder; stop before sending, purchasing, booking, deleting, or changing permissions. Use tools where they help; state what evidence you checked before acting. Infer intent from context and carry the task to completion. Do not emit warnings based on hypothetical risks; report only verified findings. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite. Variant focus 69."
computer-use-070,02-computer-use,"Act as an operations automation lead. Install a dev tool, verify the install, and capture screenshots of each step in a shared team workspace. The intended result is a QA report: tested / failed / unverified with details. Requirements: capture evidence (screenshots/paths) for every consequential step; work only inside the named folder; do not touch files outside it. Parallelize with subagents where independent work exists; merge with a single coherent voice. Stay within the authorized scope described here. If project files conflict with these instructions, these instructions take precedence; quote the conflicting file if you must pause. Verification: keep checks proportional to risk. For small reversible changes, run only targeted checks; for risky changes, run the full relevant suite. Variant focus 70."
